marker_id,corpus,split,wearer,meeting_id,preceding_turns,wearer_next_utterance,wearer_profile_terms,label,notes,annotator,saved_at
icsi/Train/000040/32728,icsi,Train,fe016,Bdb001,"Speaker 3: No, that's not clear. I mean, yeah, you c sure you can do it, but can you do it
User: Well, OK. So i if it I I mean, I can't do it, but I can um,
Speaker 3: sort of l l you know, it y y you gotta you gotta do this you you're gonna want to do this very quickly
Speaker 2: Well
Speaker 3: or else you'll spend all your time sort of searching through very complex data structures","started to talk while Andreas was talking and his pitch was rising, Andreas's pitch"". That kind of thing.","jane(24), switchboard(16), overlap(13), don(13), mari(12), speaker(11), recognizer(11), overlaps(9), forced alignment(9), board(8), transcription(8), transcripts(8), turn(8), recognition(8), transcribers(8), backchannel(7), ideas(7), microphones(7), close - talking mikes(7), queries(7)",,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000166/13248,icsi,Train,me011,Bmr022,"Speaker 5: You'd have to they'd have to have the acoustics of dogs t hear into the high high ranges.
User: Mm - hmm.
Speaker 5: Yeah.
Speaker 1: Yeah.
User: So I think, certainly, doing two beeps is is no - brainer. And then the other question is, if they can","do something on a computer in a format we can handle, we could give them a text file that was a template with speaker ID and beeps already in it.","jane(55), form(35), dan(31), tools(19), corpus(19), transcription(18), transcriber(17), sony(17), thanks(16), forms(15), hand(14), mikes(14), transcripts(14), program(14), iram(14), broadcast news(14), ti - digits(14), table(13), wireless(13), overlap(13)",1,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Val/000183/6223,icsi,Val,me011,Buw001,"Speaker 3: The roll call.
Speaker 6: Right. I thought you did that
Speaker 2: Roll call.
Speaker 6: on purpose. But anyway, shall we do the roll call?
Speaker 2: No, not a No, I just My mind went elsewhere. So, uh, yeah, I'm Morgan,",And I'm Adam Janin on channel A.,"jane(24), dan(18), transcription(15), tools(10), iram(10), transcriber(8), p z ms(7), project(7), corpus(7), money(6), user interface(6), mike number(6), mikes(5), pda(5), transcripts(5), speaker change(5), stress(5), thanks(5), computer(5), form(4)",,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Test/000038/133857,icsi,Test,fe008,Btr002,"User: So long as I can tell what they are. I think it's good for you to add the"" pron"". I would appreciate the"" pron"", come to think of it.
Speaker 2: So we do need to add that one? OK. Sure. OK.
Speaker 1: Good.
User: But the other three i just so long as it's clear to me, w you know, from the comment which of those three it is, then I'm fine.
Speaker 1: Good.","Alright, so, um, I guess, um,","overlaps(37), overlap(26), interface(25), transcriber(24), transcribers(24), script(21), reference(21), ibm(19), backchannels(18), context(17), respect(17), convention(16), transcription(16), speakers(15), thilo(15), conventions(14), transcripts(14), microphone(13), speaker(13), addition(12)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Val/000183/6163,icsi,Val,me011,Buw001,"Speaker 3: The roll call.
Speaker 6: Right. I thought you did that
Speaker 2: Roll call.
Speaker 6: on purpose. But anyway, shall we do the roll call?
Speaker 2: No, not a No, I just My mind went elsewhere. So,",And I'm Adam Janin on channel A.,"jane(24), dan(18), transcription(15), tools(10), iram(10), transcriber(8), p z ms(7), project(7), corpus(7), money(6), user interface(6), mike number(6), mikes(5), pda(5), transcripts(5), speaker change(5), stress(5), thanks(5), computer(5), form(4)",,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Val/000183/58973,icsi,Val,me011,Buw001,"User: As many are willing to do it.
Speaker 7: Make it a voluntary thing, and then
Speaker 5: Yeah. Cuz you'll get cuz you'll get very different answers from everybody, right? So
Speaker 7: Yeah. That's why I was wondering.
User: Well, maybe one thing we could do is for the meetings we've already done I mean, I we didn't take minutes and we don't have summaries. But, uh, people could, like, listen to them a little bit and generate some queries.",Of course Jane doesn't need to. I'm sure you have that meeting memorized by now.,"jane(24), dan(18), transcription(15), tools(10), iram(10), transcriber(8), p z ms(7), project(7), corpus(7), money(6), user interface(6), mike number(6), mikes(5), pda(5), transcripts(5), speaker change(5), stress(5), thanks(5), computer(5), form(4)",,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000011/51145,icsi,Train,fe008,Bdb001,"Speaker 2: Mm - hmm.
Speaker 3: Yeah.
User: Are you talking about the overlap a annotations?
Speaker 3: Yeah, any kind of annotation that, like, isn't already there. Uh, you know, anything you can envision.
User: Yeah. So what I was imagining was um, so Dave says we can have unlimited numbers of green ribbons. And so put, uh, a a green ribbon on for an overlap code. And since we w we I I think it's important to remain flexible regarding the time bins for now. And so it's nice to have However, you know, you want to have it, uh, time time uh, located in the discourse. So, um,","then you'll have a time - marking. It won't it'll be independent of the time bins, however these e evolve, shrink, or whatever, increase, or Also, you could have different time bins for different purposes. And having it tied to the first word in an overlap segment is unique, uh, you know, anchored, clear.","overlaps(30), overlap(16), reference(16), interface(15), transcribers(14), convention(12), speaker(11), speakers(10), respect(10), region(10), dan(9), types(9), tools(8), transcriber(8), aspect(8), conventions(8), good point(8), bottom(8), addition(7), discourse(7)",1,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000227/39099,icsi,Train,me013,Bro016,"Speaker 1: Mm - hmm. Yeah.
User: And, uh, sometimes, you know, there's enough evidence for something to work and then it's harder, it breaks. You know, so it's
Speaker 1: Mm - hmm.
User: But it but, um, i it it could be that when you say it works maybe we could be doing much better, even in TI - digits. Right?
Speaker 1: Yeah. Yeah, sure.",Hmm? Yeah.,"training(34), aurora(27), htk(27), energy(26), ibm(23), overlaps(23), ti - digits(22), jose(22), vad(22), discussion(21), plp(20), research(19), overlap(19), silence(19), chuck(19), switchboard(19), good thing(18), effect(17), language(17), microphones(16)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Test/000144/26525,icsi,Test,me010,Bed016,"Speaker 1: That's not about that, @ @ is it?
Speaker 6: Yeah.
User: No, it it it s says it but it doesn't say it doesn't it d it d yeah, it doesn't give the punch line.
Speaker 6: Why. Mm - hmm.
User: Cuz let me tell the gang what I think the punch line is, because it's actually important, which is, that,","constructions, that, uh, Nancy and Keith and friends are doing,","belief(40), robert(27), net(25), ontology(25), constructions(20), decisions(19), discourse(16), german(16), keith(16), context(14), nancy(14), decision(14), - net(13), bhaskara(13), guess(12), johno(11), smartkom(11), xml(11), endpoint(11), bayes(10)",1,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Test/000104/27469,icsi,Test,me003,Bed004,"Speaker 4: Uh, so. If you co you could ima and I now I don't know that any of those actually apply in this case, but there is some technology you could try to apply.
User: So it's possible that we could do something like a summary node of some sort that
Speaker 4: Yeah.
User: OK.
Speaker 4: Yeah. And, um","So in that case, the sum we'd have we I mean, these wouldn't be the summary nodes. We'd have the summary nodes like where the things were I guess maybe if thi if things were related to business or","door(6), tourist(6), tango(5), admission fee(5), discourse(5), smartkom(4), bhaskara(4), mode(4), nice walls(4), powder - tower(3), javabayes(3), lines(3), middle(3), presentation(3), probabilities(3), suggestions(3), vista(3), walls(3), belief(2), nets(2)",1,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000146/46872,icsi,Train,me011,Bdb001,"Speaker 1: No.
Speaker 2: Yeah?
Speaker 1: I don't remember what the"" P"" is, though.
Speaker 5: Is it related to P - make?
Speaker 3: No.","The Quicknet library has a bunch of things in it to handle P - files, so it works pretty well.","jane(42), form(33), dan(30), transcription(18), thanks(16), iram(14), forms(13), corpus(13), overlap(13), transcripts(12), project(12), tools(12), hand(11), table(11), transcriber(11), wireless(11), region(11), meeting recorder(10), mikes(10), p z ms(10)",1,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000146/40122,icsi,Train,me011,Bdb001,"User: is that
Speaker 3: But that's what you'll have to do.
User: For Perl if you want to just do Perl. If you wanted to use the structured XML query language, that's a different thing. And it's a set of tools that let you specify given the D - DDT DTD of the document,
Speaker 3: Bec - be
User: um, what sorts of structural searches you want to do. So you want to say that, you know, you're looking for, um, a tag within a tag within a particular tag that has this particular text in it, um, and, uh, refers to a particular value.",So that they so that you wouldn't have to construct the internal representations yourself.,"jane(42), form(33), dan(30), transcription(18), thanks(16), iram(14), forms(13), corpus(13), overlap(13), transcripts(12), project(12), tools(12), hand(11), table(11), transcriber(11), wireless(11), region(11), meeting recorder(10), mikes(10), p z ms(10)",,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000286/57495,icsi,Train,me025,Bsr001,"Speaker 2: You know, it's quite an interesting issue.
Speaker 3: So that's something we should try to
Speaker 2: That brings up Mmm.
Speaker 1: Yeah.
Speaker 3: I I'm not sure what wh I mean what's a good solution than that other than trying to keep in touch with each other.","Well, i w if we're gonna have if we're gonna there's an opportunity to share tools, right? The - if we","channels(7), table(7), dan(6), tools(6), microphones(5), transcriber(5), equipment(4), mikes(4), wireless(4), eric(4), project(4), pzm number(4), tcl(4), machine(3), pc(3), transcript number(3), whole thing(3), head(3), pda(3), software(3)",1,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Test/000379/33786,icsi,Test,mn015,Bed016,"Speaker 3: In other news.
Speaker 1: OK, so, um, anything else you want to ask us about
User: Well,
Speaker 1: the thesis proposal, you got We could look at a particular thing and give you feedback on it.
User: Well there actually the i what would have been really nice is to find an example for all of this,",from our domain.,"german(29), nuh(29), ontology(25), input(22), discourse(22), johno(20), bayes(20), user(19), object(18), xml(18), belief(17), intention(17), smartkom(17), net(16), bayes - net(16), parser(15), fey(15), situation(14), friday(14), bhaskara(13)",,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000367/73658,icsi,Train,mn015,Bed003,"Speaker 3: OK.
User: That was that.
Speaker 2: So is this the official end of the meeting now?
Speaker 3: Yep.
Speaker 1: Looks like it.",Ma -,"building(7), input(5), nuh(5), intention(4), map(4), net(4), object(4), picture(4), belief(3), entrance(3), heidelberg(3), human operator(3), intentions(3), lines(3), linux(3), structure(3), tower(3), vista(3), xml(3), bhaskara(2)",,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Val/000062/37642,icsi,Val,fe016,Buw001,"Speaker 2: we we might try that some and and we certainly already have some recordings that don't have that,
Speaker 3: Yeah.
Speaker 2: uh, which, you know, we we'll we'll get other value out of, I think.
User: Yeah.
Speaker 3: Th - The thing is, if it's easy to collect it it th then I think it's a wise thing to do because once it's gone it's gone. And","If LDC collects this data u I mean, and L - if Mark Liberman is a strong proponent of how they collect it and what they collect, there will probably be some video data in there.","mari(9), funding(4), turn(3), uw(3), conversations(2), darpa(2), dialogue(2), jane(2), jeff(2), katrin(2), language(2), ldc(2), microphone(2), microphones(2), really good idea(2), site(2), speaker(2), telephone(2), transcriber(2), transcription(2)",1,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000335/7018,icsi,Train,mn007,Bro013,"User: Well, o I guess what I meant is that well, let's say if we if we add enough data to train on the um
Speaker 2: Uh - huh.
User: on the Meeting Recorder digits,
Speaker 2: Mm - hmm.
User: I guess we could have better results than this. And. What I meant is that perhaps we can learn something uh from this, what's what's wrong",what what is different between TI - digits and these digits and,"italian(29), plp(21), network(18), french(17), spanish(15), training(15), networks(14), htk(13), table(13), msg(12), multi - band(12), klt(12), aurora(11), net(11), ogi(11), timit(11), mlp(11), phonemes(10), testing(10), delta(10)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Val/000174/3894,icsi,Val,me011,Bns001,"Speaker 5: Um, transcript number one six five one, one six seven O - uh O. six O O seven zero nine one O three w O O nine zero six two zero two eight five one eight two three four O eight five seven six two four seven four three nine five five zero eight seven two seven nine eight seven one one O zero one three two O seven three four two five five six six five
User: Thanks.
Speaker 1: Transcript is one four nine one dash one five one O O O five six zero zero six four two one one seven O three three three eight four two five five three five six seven eight O two five three seven zero four seven four five six three one six eight eight two three O three three nine five one four six three seven four six six two eight five three nine O
Speaker 6: Transcript one seven one one dash one seven three O nine four O zero one two zero zero three one nine nine four one five two one six nine eight eight six eight five seven nine zero eight eight O six nine nine O three nine O O seven one one six eight five two two two six zero eight three six five nine four seven four five eight three nine six seven nine four two O nine
User: Thanks So, I wanted to just era it reiterate cuz we did have have one person come in a little later that, um there will be an opportunity to remove anything from the transcript that you don't want made public",OK? Thanks.,"jane(32), dan(21), transcription(16), iram(11), tools(10), transcriber(9), corpus(9), user interface(8), project(8), queries(8), meeting recorder(7), p z ms(7), transcripts(7), thanks(7), overlap(7), broadcast news(7), form(6), mikes(6), money(6), table(6)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Val/000183/54363,icsi,Val,me011,Buw001,"Speaker 6: That's not
Speaker 5: That's that.
Speaker 6: a lot of time, but
Speaker 2: Yeah.
User: Well, in answer to"" is it Landay's problem?"", um, he doesn't have a student who's interested right now in doing anything. So he has very little manpower. Um, there's very little","and also he's pretty focused on user interface. So I don't think he wants to do information retrieval, query generation, that sort of stuff.","jane(24), dan(18), transcription(15), tools(10), iram(10), transcriber(8), p z ms(7), project(7), corpus(7), money(6), user interface(6), mike number(6), mikes(5), pda(5), transcripts(5), speaker change(5), stress(5), thanks(5), computer(5), form(4)",1,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Test/000163/13673,icsi,Test,me011,Bmr019,"User: Right.
Speaker 3: the warping, uh, factor. So, um
User: I strongly suspect that they have more speakers than we do.
Speaker 3: Right. But it's not the amount of speakers, it's the num it's the amount of data per speaker.
User: So, uh Right. So we we could probably do an extraction that was roughly equivalent.","Um. So, although I I sort of know how to run it, there are a little a f few details here and there that I'll have to dig out.","jane(51), form(34), dan(31), corpus(19), transcription(18), tools(18), thanks(16), forms(15), transcriber(14), transcripts(14), iram(14), hand(13), program(13), overlap(13), broadcast news(13), table(12), wireless(12), project(12), language(12), meeting recorder(11)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Val/000174/2512,icsi,Val,me011,Bns001,"Speaker 3: OK, transcript is one seven three one dash one seven five O O one nine nine O one three zero seven six seven five one seven four two O two three four six one eight seven seven four zero seven eight six four eight nine five O zero one zero three two three four three seven O five three zero two six nine seven nine seven eight nine O nine
Speaker 4: OK, this is transcript one five seven one, one five nine zero. three nine five four seven seven O five nine six seven O O six one nine one six four two O seven one zero three one eight zero zero nine eight five two three four zero zero one seven six three five seven seven eight nine nine three nine six O zero one three one eight five seven four three
User: If you could sign that?
Speaker 2: OK, Transcript script one four one one dash one four thre uh three zero. seven six four six three seven four eight six six four seven nine nine O O zero zero six two two eight zero one two five three four four six O two five six four four six six eight one five seven O eight O three zer zero three five three two one five three two six two two three eight four O one six one five seven two three five one two eight
Speaker 5: Um, transcript number one six five one, one six seven O - uh O. six O O seven zero nine one O three w O O nine zero six two zero two eight five one eight two three four O eight five seven six two four seven four three nine five five zero eight seven two seven nine eight seven one one O zero one three two O seven three",Thanks.,"jane(32), dan(21), transcription(16), iram(11), tools(10), transcriber(9), corpus(9), user interface(8), project(8), queries(8), meeting recorder(7), p z ms(7), transcripts(7), thanks(7), overlap(7), broadcast news(7), form(6), mikes(6), money(6), table(6)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Test/000368/33017,icsi,Test,mn015,Bed004,"User: And this these uh this changed now only um, um It's doing it twice now because it already did it once. Um, we'll add some action type, which in this case is"" Approach""
Speaker 4: Mm - hmm. Good.
User: and could be, you know, more refined uh in many ways. Or we can uh have something where the uh goal is a public place and it will give us then of course an action type of the type"" Enter"". So this is just based on this one um, on this one feature, and that's that's about all you can do. And so in the f if this pla if the object type um here is is a m is a landmark, of course it'll be um"" Vista"". And um this is about as much as we can do if we don't w if we want to avoid uh uh a huge combinatorial explosion where we specify "" OK, if it's this and this but that is not the case"", and so forth, it just gets really really messy.
Speaker 4: OK, I'm sorry. You're you're
User: Hmm?",(wearer's next turn has no words -- a non-lexical vocalisation such as a laugh or breath),"building(8), context(6), intention(6), object(6), wizard(6), heidelberg(5), input(5), net(5), new york(5), nuh(5), picture(5), vista(5), intentions(4), linux(4), map(4), xml(4), discourse(4), hurry(4), middle layer(4), phenomenon(4)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Test/000312/84318,icsi,Test,me045,Bed015,"Speaker 1: Well every time Nancy giggles it means it means that it's your job.
Speaker 4: Yeah. Mmm, isn't I mean, I'm I was sort of dubious why why he even introduces this sort of reality, you know, as your basic mental space and then builds up
User: Mm - hmm.
Speaker 4: d doesn't start with some because it's so obvi it should be so obvious, at least it is to me, that whenever I say something I could preface that with"" I think.""
User: Yeah.",Yeah.,"user(9), construction(8), view(7), constructions(5), location(5), questions(4), detail(4), summer(4), types(3), node(3), car(3), front(3), tree(3), variety(3), zoo(3), wh(3), approach(2), choices(2), enter(2), friday(2)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Test/000285/107589,icsi,Test,me025,Bmr003,"Speaker 3: Cut the red wire, the red wire!
User: Um
Speaker 1: When people talk, it they go on and off.
User: This So again, Washington wants to equip a system. Our system, we spent ten thousand dollars on equipment not including the PC. However, seven and a half thousand of that was the wireless mikes. Uh, using using these
Speaker 3: Mm - hmm. And it and the f the five thousand for the wires, so if I'm gonna do No. It's a joke. I have to do","uh, we can just knock them out, right? We can start we you can make a hundred of them or something.","table(7), channels(6), dan(6), tools(6), microphones(4), mikes(4), transcriber(4), eric(4), pzm number(4), equipment(3), head(3), pda(3), tcl(3), time alignment(3), ar(2), cabinet(2), headset mikes(2), list(2), reasons(2), situation(2)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000180/23060,icsi,Train,me011,Bsr001,"Speaker 2: Mmm.
Speaker 7: transcribing the individual streams, not necessarily in real time. And the idea is y you can eventually after the meeting query, you know, previous meetings and
User: Right.
Speaker 7: and there is all this work on transcription, similar probably to what we do in Switchboard but with
User: Mm - hmm.",Worse acoustics. Yeah.,"jane(21), dan(17), transcription(11), transcriber(8), tools(8), user interface(6), p z ms(5), pda(5), mike number(5), speaker change(5), stress(5), form(4), machine(4), money(4), speaker(4), transcripts(4), thanks(4), time alignment(4), tool(4), adam janin(3)",1,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Val/000281/23339,icsi,Val,me018,Bro026,"Speaker 2: Yeah, probably. Some kind would be good. You know? I would think.
Speaker 3: Well, it it it it so it actually makes it dependent on the overall energy of the uh, the frame.
Speaker 2: If you do or don't normalize?
Speaker 3: If yo if you don't normalize and if if you don't normalize.
Speaker 2: Right. Yes, so I mean, one would think that you would want to normalize. But I I w w My thought is, uh, particularly if you take the log,",(wearer's next turn has no words -- a non-lexical vocalisation such as a laugh or breath),"aurora(24), machine(24), ibm(23), net(23), models(22), transcript l(21), htk(17), experiments(16), andreas(16), plp(15), jane(15), experiment(14), boundaries(14), beep(13), stephane(13), gaussians(13), brian(13), dave(13), phone(12), state(12)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
